image_path,class,predict,Mild_Demented,Moderate_Demented,Non_Demented,Very_Mild_Demented
Benchmark\Mild_Demented\augmented_93_mild_156.jpg,Mild_Demented,Mild_Demented,0.7591301,0.044105258,5.7308064e-08,0.19676454
Benchmark\Non_Demented\non_1371.jpg,Non_Demented,Non_Demented,0.031375308,2.2583085e-06,0.5865766,0.3820459
Benchmark\Moderate_Demented\augmented_128_moderate_3.jpg,Moderate_Demented,Moderate_Demented,0.31968844,0.616705,5.086624e-07,0.06360602
Benchmark\Mild_Demented\augmented_37_mild_461.jpg,Mild_Demented,Mild_Demented,0.5129959,0.26390857,1.3157689e-06,0.22309418
Benchmark\Mild_Demented\augmented_221_mild_183.jpg,Mild_Demented,Very_Mild_Demented,0.412055,0.0012781488,0.0014567117,0.5852102
Benchmark\Mild_Demented\augmented_48_mild_300.jpg,Mild_Demented,Very_Mild_Demented,0.18483116,0.00065141445,1.8903984e-06,0.81451553
Benchmark\Mild_Demented\augmented_112_mild_420.jpg,Mild_Demented,Moderate_Demented,0.4145612,0.45598537,1.3128563e-06,0.12945202
Benchmark\Mild_Demented\augmented_172_mild_296.jpg,Mild_Demented,Mild_Demented,0.56659824,0.31377536,1.2545013e-07,0.11962624
Benchmark\Mild_Demented\augmented_78_mild_282.jpg,Mild_Demented,Mild_Demented,0.55502105,0.15291093,4.3189718e-07,0.2920676
Benchmark\Mild_Demented\augmented_94_mild_263.jpg,Mild_Demented,Very_Mild_Demented,0.3904567,0.12527868,0.00056628365,0.48369828
Benchmark\Mild_Demented\mild_686.jpg,Mild_Demented,Very_Mild_Demented,0.2938734,0.007348276,0.2660766,0.43270177
Benchmark\Non_Demented\non_1616.jpg,Non_Demented,Non_Demented,0.0003059095,1.0541456e-13,0.9874122,0.012281812
Benchmark\Moderate_Demented\augmented_221_moderate_6.jpg,Moderate_Demented,Moderate_Demented,0.07825836,0.8227224,6.0283533e-06,0.09901328
Benchmark\Mild_Demented\augmented_166_mild_135.jpg,Mild_Demented,Mild_Demented,0.74790776,0.0077742664,2.0739275e-05,0.24429718
Benchmark\Moderate_Demented\augmented_81_moderate_27.jpg,Moderate_Demented,Moderate_Demented,0.08863667,0.9043908,1.291366e-10,0.0069724997
Benchmark\Very_Mild_Demented\verymild_1268.jpg,Very_Mild_Demented,Very_Mild_Demented,0.17118819,0.02805547,0.23470864,0.56604767
Benchmark\Mild_Demented\augmented_232_mild_31.jpg,Mild_Demented,Mild_Demented,0.6963968,0.000225217,0.0002475544,0.3031304
Benchmark\Moderate_Demented\augmented_108_moderate_3.jpg,Moderate_Demented,Moderate_Demented,0.15154836,0.83177704,4.8277564e-09,0.01667459
Benchmark\Very_Mild_Demented\verymild_1307.jpg,Very_Mild_Demented,Very_Mild_Demented,0.17107184,0.0008203629,0.31349957,0.5146082
Benchmark\Very_Mild_Demented\verymild_1525.jpg,Very_Mild_Demented,Non_Demented,0.0064155795,3.3747021e-06,0.76452845,0.22905268
Benchmark\Non_Demented\non_1297.jpg,Non_Demented,Very_Mild_Demented,0.10857082,0.0016147036,0.40138263,0.48843184
Benchmark\Mild_Demented\augmented_21_mild_361.jpg,Mild_Demented,Moderate_Demented,0.21190481,0.6168613,6.777955e-06,0.17122719
Benchmark\Mild_Demented\augmented_47_mild_503.jpg,Mild_Demented,Mild_Demented,0.71402043,0.0067159315,2.3981768e-06,0.27926132
Benchmark\Very_Mild_Demented\augmented_25_verymild_304.jpg,Very_Mild_Demented,Very_Mild_Demented,0.31205,0.00018769868,9.722105e-06,0.6877526
Benchmark\Mild_Demented\augmented_174_mild_566.jpg,Mild_Demented,Mild_Demented,0.7998518,0.0016794665,4.117164e-06,0.19846465
Benchmark\Mild_Demented\augmented_181_mild_276.jpg,Mild_Demented,Very_Mild_Demented,0.3199049,0.0009954872,0.0027458614,0.6763537
Benchmark\Non_Demented\non_1623.jpg,Non_Demented,Non_Demented,0.005177273,5.6732114e-07,0.7918841,0.20293805
Benchmark\Mild_Demented\augmented_250_mild_539.jpg,Mild_Demented,Mild_Demented,0.51353097,0.35930794,8.367945e-08,0.12716103
Benchmark\Non_Demented\non_3185.jpg,Non_Demented,Very_Mild_Demented,0.12998778,0.00014514424,0.3965584,0.47330868
Benchmark\Non_Demented\non_2771.jpg,Non_Demented,Non_Demented,0.067532614,0.0001411133,0.5294036,0.40292263
Benchmark\Very_Mild_Demented\verymild_1404.jpg,Very_Mild_Demented,Non_Demented,0.04542603,0.00021779088,0.4796049,0.47475126
Benchmark\Non_Demented\non_14.jpg,Non_Demented,Non_Demented,0.09115653,2.6085148e-05,0.61440134,0.29441604
Benchmark\Non_Demented\non_2547.jpg,Non_Demented,Very_Mild_Demented,0.09991937,0.0017525085,0.42568496,0.4726431
Benchmark\Non_Demented\non_567.jpg,Non_Demented,Non_Demented,0.00043733462,2.3406262e-12,0.9735695,0.02599313
Benchmark\Moderate_Demented\augmented_23_moderate_32.jpg,Moderate_Demented,Moderate_Demented,0.30602556,0.5115122,1.2888144e-06,0.18246089
Benchmark\Non_Demented\non_3161.jpg,Non_Demented,Very_Mild_Demented,0.100233056,5.462344e-07,0.4061764,0.49359003
Benchmark\Very_Mild_Demented\verymild_968.jpg,Very_Mild_Demented,Very_Mild_Demented,0.13879295,0.0031813197,0.3670698,0.4909559
Benchmark\Non_Demented\non_1930.jpg,Non_Demented,Non_Demented,0.007681769,5.2338096e-06,0.76617444,0.22613859
Benchmark\Mild_Demented\augmented_213_mild_643.jpg,Mild_Demented,Mild_Demented,0.6179026,0.010823874,0.00012815747,0.37114537
Benchmark\Non_Demented\non_493.jpg,Non_Demented,Non_Demented,0.0009227754,6.2069055e-10,0.6981,0.30097732
Benchmark\Non_Demented\non_103.jpg,Non_Demented,Very_Mild_Demented,0.25090927,0.021480396,0.24610433,0.48150596
Benchmark\Very_Mild_Demented\verymild_1308.jpg,Very_Mild_Demented,Very_Mild_Demented,0.31481156,0.041409306,0.18615961,0.45761958
Benchmark\Moderate_Demented\augmented_149_moderate_20.jpg,Moderate_Demented,Moderate_Demented,0.17217588,0.7057706,2.109929e-06,0.12205142
Benchmark\Moderate_Demented\augmented_216_moderate_59.jpg,Moderate_Demented,Moderate_Demented,0.13772333,0.8420166,1.0260123e-08,0.020260058
Benchmark\Very_Mild_Demented\verymild_1200.jpg,Very_Mild_Demented,Very_Mild_Demented,0.31223014,0.00018345896,0.28975508,0.3978313
Benchmark\Moderate_Demented\augmented_99_moderate_15.jpg,Moderate_Demented,Moderate_Demented,0.35276648,0.57422125,1.0036236e-07,0.07301219
Benchmark\Mild_Demented\augmented_141_mild_14.jpg,Mild_Demented,Mild_Demented,0.54571366,0.1143664,4.7819703e-05,0.33987218
Benchmark\Moderate_Demented\augmented_34_moderate_4.jpg,Moderate_Demented,Moderate_Demented,0.11559945,0.74217206,3.6176627e-06,0.14222491
Benchmark\Very_Mild_Demented\verymild_689.jpg,Very_Mild_Demented,Very_Mild_Demented,0.29992968,0.0009529833,0.20872253,0.49039474
Benchmark\Non_Demented\non_453.jpg,Non_Demented,Non_Demented,4.0482273e-06,1.8778147e-21,0.9994356,0.00056028186
Benchmark\Non_Demented\non_1471.jpg,Non_Demented,Non_Demented,0.024183575,3.938683e-07,0.5375595,0.43825653
Benchmark\Non_Demented\non_1260.jpg,Non_Demented,Non_Demented,0.009093138,9.081931e-07,0.7000881,0.29081783
Benchmark\Moderate_Demented\augmented_179_moderate_12.jpg,Moderate_Demented,Moderate_Demented,0.1646909,0.5869276,0.00030783337,0.24807368
Benchmark\Mild_Demented\mild_688.jpg,Mild_Demented,Mild_Demented,0.689598,0.06376333,0.090884596,0.1557541
Benchmark\Mild_Demented\augmented_150_mild_739.jpg,Mild_Demented,Mild_Demented,0.6934552,0.009687916,2.404878e-05,0.2968328
Benchmark\Non_Demented\non_3032.jpg,Non_Demented,Non_Demented,0.04431198,0.00093555485,0.5428829,0.41186956
Benchmark\Non_Demented\non_825.jpg,Non_Demented,Non_Demented,2.8934239e-05,1.912037e-18,0.9978777,0.0020934371
Benchmark\Moderate_Demented\augmented_161_moderate_23.jpg,Moderate_Demented,Moderate_Demented,0.10739347,0.8789894,7.676806e-09,0.013617215
Benchmark\Moderate_Demented\augmented_189_moderate_57.jpg,Moderate_Demented,Moderate_Demented,0.17655683,0.7962348,1.7638067e-08,0.027208388
Benchmark\Mild_Demented\mild_608.jpg,Mild_Demented,Non_Demented,0.06486139,0.010334437,0.49782234,0.42698187
Benchmark\Moderate_Demented\moderate_48.jpg,Moderate_Demented,Very_Mild_Demented,0.13931067,0.011869016,0.33799493,0.51082534
Benchmark\Mild_Demented\mild_147.jpg,Mild_Demented,Very_Mild_Demented,0.26530293,0.0005024606,0.24427402,0.48992068
Benchmark\Moderate_Demented\augmented_210_moderate_35.jpg,Moderate_Demented,Moderate_Demented,0.06395783,0.9313261,3.366454e-11,0.0047159987
Benchmark\Very_Mild_Demented\verymild_336.jpg,Very_Mild_Demented,Non_Demented,0.19498503,2.960185e-05,0.4330748,0.3719105
Benchmark\Very_Mild_Demented\verymild_900.jpg,Very_Mild_Demented,Non_Demented,0.06476533,4.3807586e-06,0.528204,0.40702623
Benchmark\Very_Mild_Demented\verymild_1888.jpg,Very_Mild_Demented,Very_Mild_Demented,0.13262752,0.0038128318,0.35184017,0.5117195
Benchmark\Very_Mild_Demented\augmented_140_verymild_292.jpg,Very_Mild_Demented,Moderate_Demented,0.32065827,0.39183465,9.6144846e-05,0.28741086
Benchmark\Moderate_Demented\augmented_235_moderate_8.jpg,Moderate_Demented,Moderate_Demented,0.100999005,0.7409012,2.1135322e-05,0.1580787
Benchmark\Non_Demented\non_3114.jpg,Non_Demented,Non_Demented,0.010302732,3.4968303e-05,0.7028272,0.2868352
Benchmark\Moderate_Demented\augmented_215_moderate_38.jpg,Moderate_Demented,Moderate_Demented,0.24505714,0.5177558,4.0776467e-05,0.23714627
Benchmark\Mild_Demented\augmented_236_mild_449.jpg,Mild_Demented,Mild_Demented,0.7139348,0.05209846,9.6197306e-05,0.23387063
Benchmark\Non_Demented\non_1327.jpg,Non_Demented,Non_Demented,0.00088801235,6.768296e-11,0.92643833,0.07267366
Benchmark\Moderate_Demented\augmented_161_moderate_20.jpg,Moderate_Demented,Moderate_Demented,0.111279994,0.82233053,1.082659e-06,0.066388406
Benchmark\Very_Mild_Demented\verymild_23.jpg,Very_Mild_Demented,Non_Demented,0.061599936,4.7925463e-05,0.6115607,0.3267915
Benchmark\Very_Mild_Demented\augmented_85_verymild_1647.jpg,Very_Mild_Demented,Mild_Demented,0.56669486,0.013035683,7.6771144e-08,0.4202694
Benchmark\Non_Demented\non_1802.jpg,Non_Demented,Non_Demented,0.055006426,0.00010016267,0.6191399,0.3257535
Benchmark\Moderate_Demented\augmented_159_moderate_22.jpg,Moderate_Demented,Moderate_Demented,0.3914251,0.43780828,4.6255832e-07,0.17076617
Benchmark\Mild_Demented\augmented_75_mild_661.jpg,Mild_Demented,Mild_Demented,0.57884663,0.0017563596,5.8107794e-08,0.41939694
Benchmark\Mild_Demented\mild_130.jpg,Mild_Demented,Mild_Demented,0.5118412,0.0062777433,0.06807774,0.41380337
Benchmark\Non_Demented\non_3015.jpg,Non_Demented,Non_Demented,0.00501955,8.467098e-08,0.82400304,0.17097732
Benchmark\Moderate_Demented\augmented_64_moderate_54.jpg,Moderate_Demented,Moderate_Demented,0.13324958,0.7033678,1.966599e-06,0.16338065
Benchmark\Non_Demented\non_606.jpg,Non_Demented,Non_Demented,0.0004149321,1.3004017e-11,0.96427554,0.03530947
Benchmark\Mild_Demented\mild_227.jpg,Mild_Demented,Very_Mild_Demented,0.10537301,0.024686038,0.34559798,0.524343
Benchmark\Mild_Demented\augmented_133_mild_112.jpg,Mild_Demented,Very_Mild_Demented,0.12364737,0.00019769701,0.000120367826,0.87603456
Benchmark\Moderate_Demented\augmented_136_moderate_25.jpg,Moderate_Demented,Moderate_Demented,0.08464768,0.90662444,1.2673492e-09,0.008727815
Benchmark\Non_Demented\non_3050.jpg,Non_Demented,Non_Demented,0.0010933271,1.7997621e-08,0.8202061,0.17870058
Benchmark\Non_Demented\non_2826.jpg,Non_Demented,Non_Demented,1.8108401e-05,6.0213553e-19,0.9981893,0.0017925808
Benchmark\Very_Mild_Demented\verymild_1954.jpg,Very_Mild_Demented,Very_Mild_Demented,0.2571842,0.022777442,0.12233838,0.5977
Benchmark\Mild_Demented\augmented_230_mild_25.jpg,Mild_Demented,Mild_Demented,0.6303984,0.04264605,0.00055275275,0.3264028
Benchmark\Moderate_Demented\augmented_147_moderate_30.jpg,Moderate_Demented,Moderate_Demented,0.17281961,0.70621765,2.4990231e-06,0.12096022
Benchmark\Non_Demented\non_1595.jpg,Non_Demented,Very_Mild_Demented,0.22896552,0.00080289756,0.2355278,0.53470385
Benchmark\Moderate_Demented\augmented_174_moderate_22.jpg,Moderate_Demented,Moderate_Demented,0.2871199,0.52676964,3.9258703e-06,0.18610665
Benchmark\Moderate_Demented\augmented_177_moderate_39.jpg,Moderate_Demented,Moderate_Demented,0.1438714,0.838572,7.4032367e-09,0.017556503
Benchmark\Very_Mild_Demented\augmented_164_verymild_1379.jpg,Very_Mild_Demented,Moderate_Demented,0.27768964,0.5944959,5.6923773e-06,0.12780875
Benchmark\Very_Mild_Demented\augmented_32_verymild_170.jpg,Very_Mild_Demented,Very_Mild_Demented,0.4336234,0.0014506788,3.6151805e-06,0.5649224
Benchmark\Non_Demented\non_2054.jpg,Non_Demented,Non_Demented,0.06583398,0.00010444967,0.507136,0.4269256
Benchmark\Moderate_Demented\augmented_15_moderate_54.jpg,Moderate_Demented,Moderate_Demented,0.044009585,0.9226767,3.805979e-07,0.0333134
Benchmark\Moderate_Demented\augmented_47_moderate_13.jpg,Moderate_Demented,Moderate_Demented,0.1543119,0.82424724,1.9156825e-08,0.021440903
Benchmark\Non_Demented\non_216.jpg,Non_Demented,Non_Demented,0.007595881,3.3844554e-08,0.63757825,0.35482588
Benchmark\Mild_Demented\augmented_89_mild_105.jpg,Mild_Demented,Mild_Demented,0.49146622,0.34223068,4.6973238e-07,0.16630262
Benchmark\Moderate_Demented\augmented_217_moderate_24.jpg,Moderate_Demented,Moderate_Demented,0.12027534,0.78603697,4.1853436e-06,0.09368353
Benchmark\Mild_Demented\mild_477.jpg,Mild_Demented,Mild_Demented,0.44256625,0.000835667,0.27809152,0.27850652
Benchmark\Non_Demented\non_21.jpg,Non_Demented,Non_Demented,0.047420755,0.001830023,0.5124494,0.4382998
Benchmark\Non_Demented\non_2511.jpg,Non_Demented,Non_Demented,0.032943465,0.000106808504,0.4927139,0.47423577
Benchmark\Non_Demented\non_1785.jpg,Non_Demented,Non_Demented,0.30859593,9.195881e-05,0.36569273,0.32561937
Benchmark\Very_Mild_Demented\augmented_72_verymild_1393.jpg,Very_Mild_Demented,Mild_Demented,0.74487776,0.016223,1.1516889e-07,0.23889911
Benchmark\Very_Mild_Demented\augmented_244_verymild_231.jpg,Very_Mild_Demented,Mild_Demented,0.5175849,0.27648455,1.8201913e-06,0.2059287
Benchmark\Mild_Demented\augmented_247_mild_274.jpg,Mild_Demented,Mild_Demented,0.47761005,0.42576045,2.6930616e-07,0.09662928
Benchmark\Mild_Demented\augmented_68_mild_793.jpg,Mild_Demented,Mild_Demented,0.7227287,0.1372871,7.445378e-07,0.13998342
Benchmark\Moderate_Demented\augmented_174_moderate.jpg,Moderate_Demented,Moderate_Demented,0.1322245,0.8525023,5.5362623e-08,0.01527318
Benchmark\Mild_Demented\mild_714.jpg,Mild_Demented,Very_Mild_Demented,0.26577652,0.002416866,0.22655323,0.5052534
Benchmark\Non_Demented\non_393.jpg,Non_Demented,Non_Demented,6.116121e-05,3.833609e-15,0.97714007,0.022798773
Benchmark\Mild_Demented\mild_895.jpg,Mild_Demented,Mild_Demented,0.52580774,0.011772128,0.076755956,0.38566425
Benchmark\Very_Mild_Demented\augmented_195_verymild_1261.jpg,Very_Mild_Demented,Very_Mild_Demented,0.24661537,0.0018796684,3.841267e-06,0.7515011
Benchmark\Moderate_Demented\augmented_183_moderate_9.jpg,Moderate_Demented,Mild_Demented,0.47782734,0.09809613,0.02465956,0.3994169
Benchmark\Moderate_Demented\augmented_101_moderate_6.jpg,Moderate_Demented,Moderate_Demented,0.18831569,0.6769474,1.3492794e-06,0.13473554
Benchmark\Non_Demented\non_2686.jpg,Non_Demented,Non_Demented,0.14153732,0.00011418714,0.45484796,0.4035006
Benchmark\Non_Demented\non_2896.jpg,Non_Demented,Non_Demented,0.00025925366,8.7376715e-13,0.9676725,0.032068234
Benchmark\Non_Demented\non_1767.jpg,Non_Demented,Non_Demented,0.06826269,2.262458e-06,0.47276133,0.45897377
Benchmark\Non_Demented\non_272.jpg,Non_Demented,Very_Mild_Demented,0.053093787,5.2288534e-09,0.2962641,0.65064216
Benchmark\Very_Mild_Demented\verymild_1505.jpg,Very_Mild_Demented,Very_Mild_Demented,0.26398224,0.0026680832,0.32851535,0.40483433
Benchmark\Mild_Demented\augmented_120_mild_208.jpg,Mild_Demented,Moderate_Demented,0.32932088,0.60360354,2.588052e-07,0.06707531
Benchmark\Moderate_Demented\augmented_50_moderate_30.jpg,Moderate_Demented,Moderate_Demented,0.11805073,0.799147,2.8529305e-06,0.08279935
Benchmark\Mild_Demented\augmented_70_mild_619.jpg,Mild_Demented,Very_Mild_Demented,0.36291566,0.0040913415,5.966437e-08,0.6329929
Benchmark\Moderate_Demented\augmented_210_moderate_17.jpg,Moderate_Demented,Moderate_Demented,0.37170506,0.52485913,6.5854994e-07,0.103435196
Benchmark\Very_Mild_Demented\verymild_886.jpg,Very_Mild_Demented,Very_Mild_Demented,0.1865446,0.0005360213,0.28183848,0.53108084
Benchmark\Very_Mild_Demented\verymild_2018.jpg,Very_Mild_Demented,Very_Mild_Demented,0.21750033,0.00021922853,0.2980447,0.48423576
Benchmark\Non_Demented\non_1643.jpg,Non_Demented,Very_Mild_Demented,0.29597571,0.0111113805,0.23766802,0.45524487
Benchmark\Mild_Demented\augmented_34_mild_560.jpg,Mild_Demented,Mild_Demented,0.5538591,0.18352059,1.5715303e-05,0.26260456
Benchmark\Mild_Demented\augmented_35_mild_776.jpg,Mild_Demented,Very_Mild_Demented,0.27485713,0.0010333819,1.3426529e-06,0.72410816
Benchmark\Moderate_Demented\augmented_46_moderate_23.jpg,Moderate_Demented,Moderate_Demented,0.12501693,0.8626822,2.68866e-10,0.012300914
Benchmark\Mild_Demented\mild_99.jpg,Mild_Demented,Very_Mild_Demented,0.19737941,0.0002902086,0.3876589,0.41467145
Benchmark\Very_Mild_Demented\verymild_1064.jpg,Very_Mild_Demented,Very_Mild_Demented,0.006985704,5.589673e-10,0.2617003,0.731314
Benchmark\Very_Mild_Demented\verymild_2074.jpg,Very_Mild_Demented,Very_Mild_Demented,0.32217038,0.002926554,0.2267543,0.44814876
Benchmark\Very_Mild_Demented\augmented_162_verymild_137.jpg,Very_Mild_Demented,Mild_Demented,0.5882502,0.018941859,0.0005362846,0.39227164
Benchmark\Very_Mild_Demented\augmented_136_verymild_2019.jpg,Very_Mild_Demented,Moderate_Demented,0.40961277,0.47535998,5.9107474e-06,0.115021266
Benchmark\Moderate_Demented\augmented_37_moderate_47.jpg,Moderate_Demented,Moderate_Demented,0.25615752,0.70711285,2.2172633e-09,0.036729645
Benchmark\Non_Demented\non_2487.jpg,Non_Demented,Non_Demented,0.007415444,5.6434004e-05,0.5583215,0.4342066
Benchmark\Non_Demented\non_1374.jpg,Non_Demented,Non_Demented,3.5338602e-05,2.111753e-18,0.9982729,0.0016917416
Benchmark\Moderate_Demented\augmented_101_moderate_34.jpg,Moderate_Demented,Moderate_Demented,0.20355383,0.67920506,3.1585528e-06,0.11723795
Benchmark\Non_Demented\non_1009.jpg,Non_Demented,Non_Demented,0.026382169,0.0004249338,0.59469026,0.37850267
Benchmark\Moderate_Demented\augmented_167_moderate_56.jpg,Moderate_Demented,Moderate_Demented,0.073955804,0.8501524,9.769527e-07,0.075890884
Benchmark\Non_Demented\non_1973.jpg,Non_Demented,Non_Demented,0.003504344,5.081487e-07,0.7694669,0.22702819
Benchmark\Moderate_Demented\augmented_25_moderate_64.jpg,Moderate_Demented,Very_Mild_Demented,0.27123404,0.34195098,2.0480958e-05,0.3867945
Benchmark\Mild_Demented\augmented_51_mild_409.jpg,Mild_Demented,Mild_Demented,0.54173464,0.0006133358,1.3371767e-06,0.45765063
Benchmark\Very_Mild_Demented\verymild_1712.jpg,Very_Mild_Demented,Non_Demented,0.002456855,7.0490054e-09,0.6572704,0.3402728
Benchmark\Non_Demented\non_432.jpg,Non_Demented,Non_Demented,0.0053243837,1.1807547e-06,0.78347534,0.21119899
Benchmark\Moderate_Demented\augmented_81_moderate_42.jpg,Moderate_Demented,Moderate_Demented,0.124989174,0.7442211,0.00010752224,0.13068214
Benchmark\Moderate_Demented\augmented_123_moderate_63.jpg,Moderate_Demented,Moderate_Demented,0.26807153,0.6852878,5.695417e-08,0.046640646
Benchmark\Very_Mild_Demented\verymild_206.jpg,Very_Mild_Demented,Non_Demented,0.024361713,1.0814983e-05,0.65652305,0.31910437
Benchmark\Moderate_Demented\augmented_105_moderate_5.jpg,Moderate_Demented,Moderate_Demented,0.12034337,0.86542636,1.0100272e-08,0.014230207
Benchmark\Non_Demented\non_2196.jpg,Non_Demented,Non_Demented,8.8945344e-05,7.4749075e-16,0.9940188,0.005892268
Benchmark\Non_Demented\non_2726.jpg,Non_Demented,Non_Demented,3.5309076e-05,1.6088612e-17,0.99661714,0.0033475677
Benchmark\Moderate_Demented\augmented_65_moderate_40.jpg,Moderate_Demented,Moderate_Demented,0.18882371,0.63132435,1.7063435e-06,0.17985019
Benchmark\Mild_Demented\mild_35.jpg,Mild_Demented,Very_Mild_Demented,0.2702411,0.00020745957,0.33260387,0.39694756
Benchmark\Mild_Demented\augmented_14_mild_104.jpg,Mild_Demented,Mild_Demented,0.57438564,0.14362182,0.00031747567,0.281675
Benchmark\Moderate_Demented\augmented_70_moderate_36.jpg,Moderate_Demented,Very_Mild_Demented,0.32565764,0.29307204,2.2945862e-05,0.3812474
Benchmark\Very_Mild_Demented\augmented_165_verymild_1864.jpg,Very_Mild_Demented,Moderate_Demented,0.20490973,0.7710424,2.674357e-08,0.024047837
Benchmark\Non_Demented\non_2420.jpg,Non_Demented,Non_Demented,0.00053334655,3.8964068e-11,0.9501736,0.049292926
Benchmark\Mild_Demented\augmented_153_mild_583.jpg,Mild_Demented,Mild_Demented,0.49922693,0.38336584,2.5646275e-06,0.117404684
Benchmark\Moderate_Demented\augmented_175_moderate_41.jpg,Moderate_Demented,Moderate_Demented,0.07935342,0.9143493,2.1863995e-09,0.006297318
Benchmark\Mild_Demented\augmented_255_mild_113.jpg,Mild_Demented,Mild_Demented,0.67751956,0.07441109,1.5970327e-05,0.24805343
Benchmark\Mild_Demented\augmented_123_mild_597.jpg,Mild_Demented,Mild_Demented,0.69633925,0.109897204,1.8847537e-05,0.1937447
Benchmark\Very_Mild_Demented\augmented_14_verymild_314.jpg,Very_Mild_Demented,Mild_Demented,0.60480934,8.086152e-05,3.357774e-05,0.39507622
Benchmark\Moderate_Demented\augmented_9_moderate_47.jpg,Moderate_Demented,Moderate_Demented,0.17536448,0.79353315,3.6861504e-08,0.031102251
Benchmark\Non_Demented\non_1755.jpg,Non_Demented,Non_Demented,0.0005869731,5.4411038e-11,0.9477084,0.05170458
Benchmark\Mild_Demented\augmented_163_mild_191.jpg,Mild_Demented,Mild_Demented,0.6265831,0.00019651913,2.236035e-05,0.373198
Benchmark\Mild_Demented\augmented_209_mild_128.jpg,Mild_Demented,Mild_Demented,0.57304317,0.29990634,5.4472065e-07,0.12704992
Benchmark\Very_Mild_Demented\augmented_38_verymild_216.jpg,Very_Mild_Demented,Mild_Demented,0.4278359,0.17205617,5.023422e-06,0.40010288
Benchmark\Very_Mild_Demented\verymild_1091.jpg,Very_Mild_Demented,Very_Mild_Demented,0.17614047,0.00013392854,0.320226,0.50349957
Benchmark\Very_Mild_Demented\verymild_280.jpg,Very_Mild_Demented,Mild_Demented,0.5952377,0.00045639017,0.12823716,0.2760688
Benchmark\Very_Mild_Demented\augmented_114_verymild_1631.jpg,Very_Mild_Demented,Mild_Demented,0.58979666,2.113643e-05,3.0148588e-08,0.4101822
Benchmark\Non_Demented\non_2810.jpg,Non_Demented,Non_Demented,0.004418912,2.593243e-06,0.7610399,0.23453856
Benchmark\Mild_Demented\augmented_32_mild_216.jpg,Mild_Demented,Very_Mild_Demented,0.16534846,0.004514516,1.4546174e-05,0.83012253
Benchmark\Very_Mild_Demented\verymild_1700.jpg,Very_Mild_Demented,Very_Mild_Demented,0.07151452,0.00653294,0.43395105,0.48800144
Benchmark\Very_Mild_Demented\augmented_12_verymild_1575.jpg,Very_Mild_Demented,Moderate_Demented,0.39818874,0.47375867,0.0004143239,0.12763822
Benchmark\Non_Demented\non_577.jpg,Non_Demented,Non_Demented,0.037270628,7.218401e-05,0.6208603,0.34179696
Benchmark\Moderate_Demented\augmented_46_moderate_35.jpg,Moderate_Demented,Moderate_Demented,0.06933285,0.9252861,1.3544205e-10,0.005381041
Benchmark\Moderate_Demented\augmented_200_moderate_13.jpg,Moderate_Demented,Moderate_Demented,0.2801294,0.6685997,3.4896466e-08,0.051270787
Benchmark\Non_Demented\non_1323.jpg,Non_Demented,Non_Demented,0.00020196613,9.541248e-15,0.9925789,0.007219089
Benchmark\Very_Mild_Demented\verymild_1048.jpg,Very_Mild_Demented,Very_Mild_Demented,0.14146195,0.032662697,0.26594272,0.5599326
Benchmark\Non_Demented\non_1303.jpg,Non_Demented,Non_Demented,5.1968917e-05,3.0713332e-17,0.99601066,0.0039373343
Benchmark\Very_Mild_Demented\verymild_1485.jpg,Very_Mild_Demented,Very_Mild_Demented,0.13185851,0.010244833,0.36019316,0.49770355
Benchmark\Non_Demented\non_1336.jpg,Non_Demented,Non_Demented,0.00022062885,5.366597e-14,0.98871595,0.011063376
Benchmark\Mild_Demented\augmented_109_mild_546.jpg,Mild_Demented,Mild_Demented,0.59396094,0.14089042,4.1310035e-05,0.2651073
Benchmark\Non_Demented\non_293.jpg,Non_Demented,Non_Demented,0.00069335743,9.1314574e-11,0.75029653,0.24901007
Benchmark\Mild_Demented\mild_715.jpg,Mild_Demented,Very_Mild_Demented,0.3012121,0.00037715762,0.25880542,0.4396053
Benchmark\Mild_Demented\augmented_50_mild_81.jpg,Mild_Demented,Very_Mild_Demented,0.4498421,0.021909667,9.100761e-06,0.5282392
Benchmark\Very_Mild_Demented\augmented_196_verymild_1749.jpg,Very_Mild_Demented,Mild_Demented,0.78728807,0.013116506,8.690949e-08,0.19959536
Benchmark\Very_Mild_Demented\augmented_70_verymild_1643.jpg,Very_Mild_Demented,Mild_Demented,0.48739886,0.11381931,6.814591e-07,0.39878115
Benchmark\Moderate_Demented\augmented_212_moderate_15.jpg,Moderate_Demented,Moderate_Demented,0.3467633,0.5532061,1.1756614e-06,0.10002941
Benchmark\Very_Mild_Demented\verymild_401.jpg,Very_Mild_Demented,Very_Mild_Demented,0.27341893,0.0015616217,0.22169876,0.5033207
Benchmark\Very_Mild_Demented\verymild_2119.jpg,Very_Mild_Demented,Very_Mild_Demented,0.20142698,0.0006680359,0.24925369,0.5486513
Benchmark\Non_Demented\non_3023.jpg,Non_Demented,Non_Demented,0.0043295682,6.5213558e-06,0.64771914,0.34794483
Benchmark\Very_Mild_Demented\augmented_250_verymild_1062.jpg,Very_Mild_Demented,Moderate_Demented,0.31825116,0.6152394,5.3602104e-08,0.06650947
Benchmark\Moderate_Demented\augmented_35_moderate_55.jpg,Moderate_Demented,Moderate_Demented,0.09637203,0.8927077,6.0328853e-10,0.0109203495
